,name,rating,price,zip_code,categories,cuisine,borough,borough,medincome,population,foreign born persons pct,whitenolatino
401,Da Andrea - Greenwich Village,4.5,2,10011,"Italian, Mediterranean, Breakfast & Brunch",American,"Staten Island, NY",Manhattan,99880,1596273,28.1,45.5
402,Villa Paradiso,4.0,3,10308,"Steakhouses, Italian",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
403,Canlon's Restaurant,4.0,2,10306,"American, Seafood, Cocktail Bars",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
404,Miller's Ale House,3.5,2,10314,"American, Sports Bars",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
405,Manor Restaurant,4.0,2,10314,New American,American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
406,Rosebank Tavern,4.5,2,10305,"Bars, American",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
407,Sunken Harbor Club,4.5,3,11201,"Cocktail Bars, Tiki Bars",American,"Staten Island, NY",Brooklyn,74692,2590516,35.3,36.7
408,The Local,4.5,2,10314,"Bars, New American",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
409,Griff's Place,4.0,2,10306,"Sports Bars, American, Desserts",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
410,Joyce's Tavern,4.0,2,10312,"Irish Pub, American",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
411,Max's Es-Ca,4.0,2,10304,"Italian, Bars",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
412,Trakside Bar & Grill,3.5,2,10306,"Bars, American",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
413,Beauty & Essex,4.0,3,10002,New American,American,"Staten Island, NY",Manhattan,99880,1596273,28.1,45.5
414,The Common,4.5,2,11209,"Breakfast & Brunch, New American, Comfort Food",American,"Staten Island, NY",Brooklyn,74692,2590516,35.3,36.7
415,Whiskey Tavern,4.5,2,10013,"Whiskey Bars, Burgers, Chicken Wings",American,"Staten Island, NY",Manhattan,99880,1596273,28.1,45.5
416,Deluca's Italian Restaurant,4.5,3,10307,"Italian, Seafood, Cocktail Bars",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
417,Terminal 1,4.5,2,10305,"Polish, Sports Bars, Lounges",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
418,Mike's Unicorn Diner,3.0,2,10314,"American, Diners, Greek",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
419,Aunt Butchies of Brooklyn,4.0,2,10309,"Italian, Cocktail Bars, Venues & Event Spaces",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
420,Emmett's,4.0,2,10012,"American, Pizza, Sandwiches",American,"Staten Island, NY",Manhattan,99880,1596273,28.1,45.5
421,O'Neills,4.0,2,10302,"Bars, Irish, American",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
422,The Original Goodfella's Brick Oven Pizza,4.0,2,10308,"Pizza, Italian, Bars",American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
423,Ruddy and Dean,4.0,3,10301,Steakhouses,American,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
424,Miyabi Asian Fusion,4.5,2,10302,"Sushi Bars, Japanese, Thai",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
425,Sakana Sushi & Hibachi Steakhouse,4.0,2,10304,"Sushi Bars, Steakhouses",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
426,Sushi Wen,4.5,2,10310,"Japanese, Sushi Bars",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
427,Genki Sushi,4.0,2,10308,Sushi Bars,Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
428,Nori Sushi,3.5,2,10306,"Sushi Bars, Japanese",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
429,Ocean Sushi,4.5,2,10312,Sushi Bars,Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
430,Fushimi Todt Hill,3.5,2,10306,"Japanese, Lounges",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
431,Misaki Sushi,4.0,2,10309,"Sushi Bars, Salad, Noodles",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
432,Sapporo Sushi House,3.5,2,10314,"Sushi Bars, Japanese",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
433,Sayori Japanese Restaurant,4.0,2,10302,"Japanese, Sushi Bars, Poke",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
434,Sanma,3.5,2,10314,"Sushi Bars, Japanese",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
435,Ohkami Ramen,4.5,2,10312,Ramen,Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
436,Mountain Fusion,4.0,2,10314,"Sushi Bars, Bars, Ramen",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
437,Fuji Sushi,3.0,2,10305,Sushi Bars,Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
438,Tomo Japanese Restaurant,4.0,2,10312,"Japanese, Sushi Bars, Soup",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
439,Hong Kong Kei One,4.5,1,10308,"Asian Fusion, Chinese, Bubble Tea",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
440,Arirang Hibachi Steakhouse,3.5,2,10308,"Sushi Bars, Steakhouses, Japanese",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
441,Mizu Hibachi Japanese Fusion,3.5,2,10307,Japanese,Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
442,Izakaya Ajimi,4.5,2,11214,"Izakaya, Ramen",Japanese,"Staten Island, NY",Brooklyn,74692,2590516,35.3,36.7
443,Tokyo Sushi Korean BBQ,3.5,2,10314,"Japanese, Sushi Bars, Korean",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
444,Sakai Ramen,4.0,2,10314,"Tapas/Small Plates, Ramen, Bubble Tea",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
445,Sapporo,4.5,2,11209,"Japanese, Sushi Bars",Japanese,"Staten Island, NY",Brooklyn,74692,2590516,35.3,36.7
446,Genki Sushi,3.5,2,10312,"Japanese, Salad, Sushi Bars",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
447,Simple Asia,4.5,2,10306,"Chinese, Sushi Bars, Ramen",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
448,Kiku Sushi,3.5,2,10312,"Japanese, Sushi Bars",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
449,Fushimi Tottenville,3.5,2,10309,"Sushi Bars, Japanese, Lounges",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
450,3 Guys Sushi,4.0,2,10310,"Japanese, Thai, Sushi Bars",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
451,Hitto Ramen,4.0,2,10305,Ramen,Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
452,Yummy Machi,4.5,1,10303,"Japanese, Bubble Tea, Chicken Wings",Japanese,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
453,Neta Shari,4.5,0,11214,Sushi Bars,Japanese,"Staten Island, NY",Brooklyn,74692,2590516,35.3,36.7
454,Cantina Mexicana,4.0,2,10306,Mexican,Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
455,Sofia's Taqueria,4.0,2,10305,"Mexican, Cocktail Bars",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
456,La Iguana Azul,4.0,2,10308,Mexican,Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
457,Mezcals Mexican Restaurant,4.0,2,10314,Mexican,Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
458,Maizal Restaurant,4.0,2,10305,"Mexican, Bars",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
459,Taqueria El Gallo Azteca,4.5,1,10301,Mexican,Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
460,Mexican cantina,3.5,2,10314,Mexican,Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
461,Panaderia La Mixteca Poblana,4.5,1,10301,"Mexican, Delis",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
462,Beso,4.0,3,10301,"Spanish, Tapas Bars, Bars",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
463,Yolpaqui Taqueria,4.0,2,10302,Mexican,Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
464,Lobo Loco Mexican Cantina,2.5,2,10306,"Salad, Mexican, Cocktail Bars",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
465,Sofia's Taqueria - Amboy,3.5,2,10312,"Cocktail Bars, Mexican, Empanadas",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
466,Ho’Brah a Taco Joint,4.0,2,10306,"Cocktail Bars, Tacos, Beer Bar",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
467,Taqueria Restaurant Tres Amigos,3.5,2,10307,"Mexican, Spanish, Bars",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
468,Lobo Loco Mexican Cantina,3.0,2,11209,Mexican,Mexican,"Staten Island, NY",Brooklyn,74692,2590516,35.3,36.7
469,La Candela Espanola,3.0,2,10308,"Spanish, Mexican, Seafood",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
470,Taqueria Oaxaca,4.0,1,10307,Mexican,Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
471,Burrito Bar and Restaurant,3.0,2,10310,"Mexican, Bars",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
472,La Contenta,4.5,2,10002,"Mexican, Bars, Breakfast & Brunch",Mexican,"Staten Island, NY",Manhattan,99880,1596273,28.1,45.5
473,Ho’ Brah Taco Joint,3.0,2,10309,"Mexican, Cocktail Bars",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
474,El Pollo Restaurant & Bar,3.0,1,10304,"Spanish, Bars, Latin American",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
475,Ho'Brah a taco joint,3.5,2,10301,"Mexican, Hawaiian",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
476,Cafe Con Pan,4.0,1,10306,"Mexican, Bakeries, Breakfast & Brunch",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
477,Fresh Tortillas & Taco,3.5,1,10306,Tex-Mex,Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
478,Rinconcito Paisa,3.5,2,10303,"Colombian, Seafood, Steakhouses",Mexican,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
479,Holy Schnitzel,3.5,2,10314,"Kosher, Burgers, Sandwiches",Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
480,Dairy Palace,3.0,2,10314,"Pizza, Sushi Bars, Kosher",Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
481,Casanova,4.0,2,10314,Italian,Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
482,Kosher Island Glatt Kosher Take Home Food,3.5,0,10314,"Meat Shops, Caterers",Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
483,Heartland Bagels,4.0,1,10314,"Bakeries, Bagels",Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
484,Island Cafe,4.5,1,10314,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Kosher",Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
485,Tommy's Tavern + Tap,4.0,2,10314,"Pizza, Bars, American",Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
486,Bison & Bourbon,3.0,0,11215,"Kosher, Burgers, American",Kosher,"Staten Island, NY",Brooklyn,74692,2590516,35.3,36.7
487,Denino's Pizzeria & Tavern,4.0,2,10302,"Pizza, Italian, Chicken Wings",Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
488,Sakai Ramen,4.0,2,10314,"Tapas/Small Plates, Ramen, Bubble Tea",Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
489,Ariemma's Italian Deli,4.5,1,10305,"Delis, Italian",Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
490,Pastosa Ravioli,4.5,2,10310,"Delis, Pasta Shops",Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
491,Zara Cafe Grill,4.0,2,10306,"Mediterranean, Turkish",Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
492,Bravo Kosher Pizza,2.5,2,10006,Pizza,Kosher,"Staten Island, NY",Manhattan,99880,1596273,28.1,45.5
493,Yemen Cafe & Restaurant,4.5,2,11201,"Middle Eastern, Cafes, Soup",Kosher,"Staten Island, NY",Brooklyn,74692,2590516,35.3,36.7
494,Incas Grill Peruvian kitchen,4.0,2,10306,Peruvian,Kosher,"Staten Island, NY",Staten Island,96185,491133,24.8,8.7
495,City Vineyard,4.0,3,10013,"Wine Bars, New American, Venues & Event Spaces",Kosher,"Staten Island, NY",Manhattan,99880,1596273,28.1,45.5
496,Karczma,4.5,2,11222,Polish,Kosher,"Staten Island, NY",Brooklyn,74692,2590516,35.3,36.7
497,Holy Schnitzel,4.0,2,11223,"Kosher, Salad, Sandwiches",Kosher,"Staten Island, NY",Brooklyn,74692,2590516,35.3,36.7
498,David's Restaurant,4.5,2,11223,"Kosher, Middle Eastern",Kosher,"Staten Island, NY",Brooklyn,74692,2590516,35.3,36.7
499,Nish Nush,4.5,2,10013,"Vegetarian, Moroccan, Greek",Kosher,"Staten Island, NY",Manhattan,99880,1596273,28.1,45.5
500,19 Cleveland,4.0,2,10012,Mediterranean,Kosher,"Staten Island, NY",Manhattan,99880,1596273,28.1,45.5
501,Ital Kitchen,4.5,2,11225,"Vegetarian, Vegan",Kosher,"Staten Island, NY",Brooklyn,74692,2590516,35.3,36.7
502,Antonio's Trattoria,4.5,2,10458,"Italian, Pizza, Desserts",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
503,Trattoria Zero Otto Nove,4.0,2,10458,"Italian, Pizza",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
504,Patricia's of Morris Park,4.0,3,10461,"Pizza, Italian, Bars",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
505,Roberto's,4.0,3,10458,Italian,Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
506,Enzos of Arthur Avenue,4.0,2,10458,"Italian, Pizza, Venues & Event Spaces",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
507,F & J Pine,3.5,2,10462,"Italian, Wine Bars, Venues & Event Spaces",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
508,Dominick's Restaurant,4.0,2,10458,Italian,Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
509,Da Franco & Tony Ristorante,4.5,2,10461,Italian,Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
510,Mario's Restaurant,4.0,2,10458,"Italian, Seafood",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
511,Emilia's Restaurant,4.0,2,10458,Italian,Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
512,Fratelli,4.0,2,10469,"Italian, Seafood",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
513,Pasquale Rigoletto Restaurant,3.5,2,10458,"Italian, Venues & Event Spaces, Caterers",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
514,Gerbasi Ristorante,4.0,2,10458,Italian,Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
515,Enzo's of Williamsbridge,4.0,2,10461,Italian,Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
516,San Gennaro Trattoria Restaurant Bar,4.0,2,10458,"Italian, Mediterranean",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
517,Porto Salvo,4.5,2,10451,"Italian, Wine Bars",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
518,Trattoria Tra di Noi,4.0,2,10458,"Italian, Seafood",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
519,Michaelangelo's,3.5,2,10458,"Lounges, Italian, Wine Bars",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
520,Pasta-Pasta,4.0,2,10461,Italian,Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
521,Tosca Cafe,3.0,3,10465,"Pizza, Italian, Cafes",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
522,Emilio's of Morris Park,4.0,2,10461,"Pizza, Italian, Salad",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
523,Patricia's Of Tremont,3.5,2,10465,"Pizza, Italian",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
524,Rao's,4.5,0,10029,Italian,Italian,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
525,Olio e Più,4.5,2,10014,"Pizza, Italian, Cocktail Bars",Italian,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
526,Mike's Deli Arthur Avenue,4.0,2,10458,"Caterers, Delis, Pasta Shops",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
527,Ann & Tony's Restaurant,3.0,2,10458,Italian,Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
528,Trattoria L'incontro,4.5,3,11105,"Italian, Pizza, Salad",Italian,"The Bronx, NY",Queens,82431,2278029,47.1,23.9
529,The Original Venice Restaurant,3.5,2,10455,"Italian, Pizza",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
530,Beccofino,4.0,2,10471,Italian,Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
531,Tapas Italiano,4.0,2,10458,"Tapas/Small Plates, Italian, Seafood",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
532,Rubirosa,4.5,2,10012,"Italian, Pizza",Italian,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
533,Giovanni,2.5,2,10451,"Italian, Pizza",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
534,Carmine's Italian Restaurant - Upper West Side,4.0,2,10024,"Italian, Desserts, Seafood",Italian,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
535,Pastosa Ravioli,5.0,3,10465,"Pasta Shops, Delis",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
536,Zero Otto Nove,4.0,2,10010,"Italian, Pizza",Italian,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
537,Arties Steak & Seafood,4.0,2,10464,"Seafood, Steakhouses, Italian",Italian,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
538,The Bronx Public,4.0,2,10463,"Sports Bars, American",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
539,The Last Stop,4.5,2,10471,"Bars, American, Indian",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
540,Mom's Kitchen & Bar,4.5,2,10019,"Comfort Food, Breakfast & Brunch, Bars",American,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
541,Novelty Eats,4.0,2,10461,"Comfort Food, New American",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
542,Blackstone Bar & Grill,4.0,2,10463,"Sports Bars, Burgers, Sandwiches",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
543,Charlies Bar & Kitchen,4.0,2,10454,"Cocktail Bars, Southern, American",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
544,Bronx Drafthouse,4.0,2,10452,"New American, Beer Bar, Sports Bars",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
545,Hudson Garden Grill,4.0,2,10458,New American,American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
546,Fine Food Cuisine,4.0,2,10462,New American,American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
547,Clinton Hall Bronx,4.0,2,10458,"Beer Gardens, Bars, American",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
548,Bronx Alehouse,4.0,2,10463,"American, Pubs",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
549,Beatstro,4.0,2,10454,"American, Speakeasies, Latin American",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
550,Casa Restaurant & Lounge,4.0,2,10465,"Lounges, Latin American, Breakfast & Brunch",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
551,Howl at the Moon,3.5,1,10458,"Sports Bars, New American",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
552,Bronx Burger House,4.5,2,10471,Burgers,American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
553,Melba's Restaurant,4.0,2,10026,"Southern, American, Soul Food",American,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
554,Shake Shack Bay Plaza,3.5,2,10475,"Burgers, Ice Cream & Frozen Yogurt, Hot Dogs",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
555,The Cabin NYC,4.0,2,10009,"New American, Cocktail Bars, Breakfast & Brunch",American,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
556,National Restaurant & Coffee Shop,4.0,1,10468,"Diners, Breakfast & Brunch, American",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
557,Yankee Tavern,4.0,2,10451,"Sports Bars, Pubs",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
558,Hudson Smokehouse,4.0,2,10454,"Barbeque, Steakhouses",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
559,Harlem Public,4.0,2,10031,"New American, Pubs, Beer Bar",American,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
560,Golden Eagle II Diner,3.0,1,10462,Diners,American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
561,Fish N' Ting,4.0,2,10466,"Caribbean, Seafood, Bars",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
562,Lotus Lounge,4.0,2,10462,Hookah Bars,American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
563,Tibbett Diner,4.0,1,10463,Diners,American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
564,The Original Crab Shanty Restaurant,3.5,2,10464,"Seafood, Italian, American",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
565,Guadalupe Restaurant,4.0,2,10034,"Mexican, Steakhouses, Seafood",American,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
566,HK Kitchen & Draft House,3.5,2,10465,"Bars, American, Chicken Wings",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
567,Prospect Coffee Shop,4.5,1,10459,"American, Coffee & Tea, Breakfast & Brunch",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
568,Nicks Garden Coffee Shop,4.0,1,10458,"Diners, Coffee & Tea",American,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
569,The Inn by Fumo,4.0,2,10031,"Sandwiches, Cocktail Bars, Comfort Food",American,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
570,Kai Sushi Asian Fusion,4.0,2,10461,"Asian Fusion, Chinese, Japanese",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
571,Zhongzhong Noodles - Bronx,4.5,2,10458,"Chinese, Noodles, Ramen",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
572,Aoyu Sushi,4.5,2,10463,"Japanese, Sushi Bars, Salad",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
573,Tokyo House,4.0,2,10471,Japanese,Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
574,Sake II,3.5,2,10458,"Japanese, Sushi Bars",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
575,Ramen Ku-Raku,4.0,2,10032,Ramen,Japanese,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
576,Izakaya Nana,4.5,3,11354,Izakaya,Japanese,"The Bronx, NY",Queens,82431,2278029,47.1,23.9
577,Flame,4.0,3,10463,"Asian Fusion, Teppanyaki, Sushi Bars",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
578,Mamasushi - Bronx,3.5,2,10465,"Sushi Bars, Cocktail Bars",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
579,Yamada Japanese,3.5,2,10465,"Japanese, Sushi Bars",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
580,Ohana,3.0,2,10464,"Japanese, Wine Bars",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
581,Kiraku Sushi,3.5,2,10461,"Sushi Bars, Japanese",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
582,Shangerila Restaurant,3.5,2,10461,"Sushi Bars, Buffets, Seafood",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
583,Sugi Sushi,4.0,2,10465,"Sushi Bars, Japanese",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
584,Loong Xin Asian cuisine,3.5,1,10466,"Japanese, Thai, Chinese",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
585,Sarku Japan,4.0,1,10465,"Japanese, Sushi Bars",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
586,Lin's Asian Cuisine,3.5,2,10462,"Chinese, Sushi Bars, Asian Fusion",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
587,Tampopo Ramen,4.0,2,10033,Ramen,Japanese,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
588,Izakaya MEW,4.5,2,10001,"Tapas Bars, Sushi Bars, Izakaya",Japanese,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
589,Palace of Japan,3.5,2,10463,"Japanese, Bars, Sushi Bars",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
590,Sushi Q Japanese Restaurant,3.5,2,10461,"Sushi Bars, Japanese",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
591,Izakaya Fuku,4.5,2,11372,Japanese,Japanese,"The Bronx, NY",Queens,82431,2278029,47.1,23.9
592,Moon Star Grill,4.0,2,10463,"Asian Fusion, Vietnamese",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
593,Yuzu,4.0,2,10027,"Sushi Bars, Japanese",Japanese,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
594,Asian Tokyo,3.5,2,10471,"Japanese, Sushi Bars",Japanese,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
595,Raku,4.5,2,10003,"Japanese, Noodles",Japanese,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
596,Taqueria Tlaxcalli,4.5,2,10462,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
597,Cocina Chente,4.0,2,10463,"Mexican, Cocktail Bars",Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
598,Estrellita Poblana II,3.5,2,10467,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
599,Estrellita Poblana IV,4.0,2,10461,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
600,Estrellita Poblana,4.0,2,10462,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
